RUA BODOCÓ                                                              CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901560 
RUA COELHO RAMOS                                                        CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901580 
RUA DIAMANTINA                                                          CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901540 
RUA ILSON RIBEIRO                                                       CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901570 
RUA LUA NOVA                                                            CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901590 
RUA NOVA ANDIRA                                                         CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901510 
RUA PALMEIRAL                                                           CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901500 
RUA POÇOS DE CALDAS                                                     CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901480 
RUA SALGUEIRO                                                           CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901550 
RUA TRIUNFO                                                             CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901470 
RUA UIRAPURU                                                            CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901530 
RUA BEIRA-RIO                                                           CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901450 
RUA REVOLTA                                                             CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901520 
RUA GUAJARÁ                                                             CADEIA NOVA                                                             RIO BRANCO                                                              ACRE                                                                    AC69901485 
RUA ALÉRCIO DIAS                                                        CADEIA VELHA                                                            RIO BRANCO                                                              ACRE                                                                    AC69900490 
TRAVESSA ALÉRCIO DIAS                                                   CADEIA VELHA                                                            RIO BRANCO                                                              ACRE                                                                    AC69900500 
AVENIDA EPAMINONDAS JÁCOME                                              CADEIA VELHA                                                            RIO BRANCO                                                              ACRE                                                                    AC69900115 
RUA PARÁ                                                                CADEIA VELHA                                                            RIO BRANCO                                                              ACRE                                                                    AC69900440 
RUA SANTA CATARINA                                                      CADEIA VELHA                                                            RIO BRANCO                                                              ACRE                                                                    AC69900450 
TRAVESSA NILO BEZERRA                                                   CADEIA VELHA                                                            RIO BRANCO                                                              ACRE                                                                    AC69900470 
AVENIDA CEARÁ                                                           CADEIA VELHA                                                            RIO BRANCO                                                              ACRE                                                                    AC69900460 
AVENIDA CEARÁ                                                           CADEIA VELHA                                                            RIO BRANCO                                                              ACRE                                                                    AC69912490 
ESTRADA DO CALAFATE                                                     CALAFATE                                                                RIO BRANCO                                                              ACRE                                                                    AC69905801 
TRAVESSA LUIZ PEREIRA                                                   CALAFATE                                                                RIO BRANCO                                                              ACRE                                                                    AC69905810 
RUA ARUEIRA                                                             CALAFATE                                                                RIO BRANCO                                                              ACRE                                                                    AC69905820 
RUA SÃO LUÍS                                                            CALAFATE                                                                RIO BRANCO                                                              ACRE                                                                    AC69905830 
TRAVESSA AJURICABA                                                      CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910110 
TRAVESSA CAMPO DO RIO BRANCO                                            CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910070 
TRAVESSA COLOMBO                                                        CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910090 
TRAVESSA EGITO                                                          CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910040 
TRAVESSA FELISBELA DO NASCIMENTO                                        CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910030 
TRAVESSA ITA                                                            CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910050 
RUA MANOEL CEZÁRIO                                                      CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910020 
TRAVESSA MARIA AMÉLIA                                                   CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910010 
TRAVESSA PONTA PORÃ                                                     CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910100 
TRAVESSA VIRGÍLIO LIMA                                                  CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910120 
TRAVESSA RORAIMA                                                        CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910060 
TRAVESSA VASCO DA GAMA                                                  CAPOEIRA                                                                RIO BRANCO                                                              ACRE                                                                    AC69910080 
RUA ARLINDO LEAL                                                        CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69908040 
PRAÇA BANDEIRA                                                          CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900050 
RUA BENJAMIM CONSTANT                                                   CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69908520 
RUA BENJAMIM CONSTANT                                                   CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900160 
AVENIDA BRASIL                                                          CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900100 
PRAÇA CATRAEIROS                                                        CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69908000 
RUA COPACABANA                                                          CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69908510 
RUA EPAMINONDAS JÁCOME                                                  CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900110 
TRAVESSA FAUSTO ROBALO                                                  CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900140 
RUA FLORIANO PEIXOTO                                                    CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69908030 
RUA FRANCO RIBEIRO                                                      CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69908020 
AVENIDA GETÚLIO VARGAS                                                  CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900660 
RUA MANOEL CEZÁRIO                                                      CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900465 
RUA MARECHAL DEODORO                                                    CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900210 
RUA RUI BARBOSA                                                         CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900120 
RUA SÃO JOÃO                                                            CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69908050 
RUA QUINTINO BOCAIÚVA                                                   CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69908010 
AVENIDA CEARÁ                                                           CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69910130 
RUA ARLINDO LEAL, S/N                                                   CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69908900 
AVENIDA GETÚLIO VARGAS, S/N                                             CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900900 
RUA RUI BARBOSA, 285                                                    CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900901 
AVENIDA BRASIL, 378                                                     CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900902 
RUA ARLINDO LEAL, S/N                                                   CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69908900 
AVENIDA GETÚLIO VARGAS, S/N                                             CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900900 
RUA RUI BARBOSA, 285                                                    CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900901 
AVENIDA BRASIL, 378                                                     CENTRO                                                                  RIO BRANCO                                                              ACRE                                                                    AC69900902 
TRAVESSA ABSOLON DE ALMEIDA                                             CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900430 
TRAVESSA AMAPÁ                                                          CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900270 
RUA AMAZÔNIA                                                            CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900365 
TRAVESSA BENJAMIM CONSTANT                                              CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900350 
RUA CHILE                                                               CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900340 
RUA EQUADOR                                                             CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900310 
TRAVESSA ESPERANÇA                                                      CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900360 
TRAVESSA GUAPORÉ                                                        CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900380 
TRAVESSA JÚLIO CÉSAR                                                    CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900250 
RUA LIMA                                                                CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900330 
RUA PERU                                                                CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900290 
RUA QUITO                                                               CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900320 
TRAVESSA RIO BRANCO                                                     CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900260 
RUA VENEZUELA                                                           CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900280 
RUA SERGIPE                                                             CERÂMICA                                                                RIO BRANCO                                                              ACRE                                                                    AC69900370 
ALAMEDA ARARAS                                                          CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911770 
ALAMEDA AZALÉAS                                                         CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911680 
ALAMEDA BEIJA-FLOR                                                      CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911590 
ALAMEDA BEM-TE-VI                                                       CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911660 
ALAMEDA BOA VISTA                                                       CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911875 
ALAMEDA CANÁRIO                                                         CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911670 
ALAMEDA DAS ACÁCIAS                                                     CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911865 
ESTRADA DIAS MARTINS                                                    CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911845 
ALAMEDA FLAMBOYANT                                                      CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911870 
ALAMEDA GARÇAS                                                          CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911760 
ALAMEDA GRAÚNA                                                          CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911780 
ALAMEDA IPÊ                                                             CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911885 
ALAMEDA JABURU                                                          CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911640 
ALAMEDA JACAMIM                                                         CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911650 
ALAMEDA JAÇANÃ                                                          CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911630 
ALAMEDA JACI                                                            CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911720 
ALAMEDA JAPIM                                                           CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911790 
ALAMEDA JASMINS                                                         CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911690 
ALAMEDA MAGNÓLIA                                                        CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911850 
ALAMEDA MANACÁS                                                         CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911880 
ALAMEDA MUTUM                                                           CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911620 
ALAMEDA PAINEIRAS                                                       CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911750 
ALAMEDA PALMEIRAS                                                       CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911860 
ALAMEDA PAPAGAIO                                                        CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911600 
ALAMEDA PICAPAU                                                         CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911610 
ALAMEDA SABIÁ                                                           CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911800 
ALAMEDA TUCANO                                                          CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911580 
ALAMEDA UIRAPURU                                                        CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911730 
ALAMEDA URICURI                                                         CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911700 
ALAMEDA BURITI                                                          CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911740 
ALAMEDA AÇAÍ                                                            CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911710 
ALAMEDA CURIÓ                                                           CHÁCARA IPÊ                                                             RIO BRANCO                                                              ACRE                                                                    AC69911810 
RUA BEIRA-RIO                                                           CONQUISTA                                                               RIO BRANCO                                                              ACRE                                                                    AC69914670 
RUA DOURADOS                                                            CONQUISTA                                                               RIO BRANCO                                                              ACRE                                                                    AC69914650 
RUA FLUMINENSE                                                          CONQUISTA                                                               RIO BRANCO                                                              ACRE                                                                    AC69914640 
RUA ITAPUÃ                                                              CONQUISTA                                                               RIO BRANCO                                                              ACRE                                                                    AC69914630 
RUA KAREN                                                               CONQUISTA                                                               RIO BRANCO                                                              ACRE                                                                    AC69914660 
RODOVIA AC-040                                                          CORRENTE                                                                RIO BRANCO                                                              ACRE                                                                    AC69902260 
CONJUNTO DISTRITO INDUSTRIAL ZONA A                                     DISTRITO INDUSTRIAL                                                     RIO BRANCO                                                              ACRE                                                                    AC69917100 
CONJUNTO DISTRITO INDUSTRIAL ZONA B                                     DISTRITO INDUSTRIAL                                                     RIO BRANCO                                                              ACRE                                                                    AC69917200 
CONJUNTO DISTRITO INDUSTRIAL ZONA C                                     DISTRITO INDUSTRIAL                                                     RIO BRANCO                                                              ACRE                                                                    AC69917300 
CONJUNTO RUI LINO                                                       DISTRITO INDUSTRIAL                                                     RIO BRANCO                                                              ACRE                                                                    AC69917405 
CONJUNTO TUCUMÃ                                                         DISTRITO INDUSTRIAL                                                     RIO BRANCO                                                              ACRE                                                                    AC69917400 
CONJUNTO UNIVERSITÁRIO                                                  DISTRITO INDUSTRIAL                                                     RIO BRANCO                                                              ACRE                                                                    AC69915300 
RODOVIA BR-364                                                          DISTRITO INDUSTRIAL                                                     RIO BRANCO                                                              ACRE                                                                    AC69914220 
RODOVIA BR-364, S/N                                                     DISTRITO INDUSTRIAL                                                     RIO BRANCO                                                              ACRE                                                                    AC69915900 
RODOVIA BR-364, S/N                                                     DISTRITO INDUSTRIAL                                                     RIO BRANCO                                                              ACRE                                                                    AC69915900 
ESTRADA CALAFATE                                                        ESPERANÇA                                                               RIO BRANCO                                                              ACRE                                                                    AC69905800 
CONJUNTO ESPERANÇA                                                      ESPERANÇA                                                               RIO BRANCO                                                              ACRE                                                                    AC69905250 
CONJUNTO ESPERANÇA II                                                   ESPERANÇA                                                               RIO BRANCO                                                              ACRE                                                                    AC69905400 
RUA FREI CANECA                                                         ESPERANÇA                                                               RIO BRANCO                                                              ACRE                                                                    AC69905000 
RUA GUANABARA                                                           ESPERANÇA                                                               RIO BRANCO                                                              ACRE                                                                    AC69905200 
CONJUNTO LBA                                                            ESPERANÇA                                                               RIO BRANCO                                                              ACRE                                                                    AC69905700 
CONJUNTO NOVA ESPERANÇA                                                 ESPERANÇA                                                               RIO BRANCO                                                              ACRE                                                                    AC69905550 
RUA ORIENTE                                                             ESPERANÇA                                                               RIO BRANCO                                                              ACRE                                                                    AC69905100 
RUA AFONSO AMOEDO                                                       ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69912410 
RUA ALEXANDRE LEITÃO                                                    ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69912450 
TRAVESSA BOA VISTA                                                      ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69912350 
TRAVESSA BOSQUE                                                         ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69912360 
RUA DIAS MARTINS                                                        ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69912400 
ESTRADA DIAS MARTINS                                                    ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69912470 
RUA DOM PEDRO I                                                         ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69907510 
RUA DUQUE DE CAXIAS                                                     ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69912300 
RUA FAUSTO ROBALO                                                       ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69912420 
RUA FORMOSA                                                             ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69907590 
RUA ICÓ                                                                 ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69907420 
RUA ISAURA PARENTE                                                      ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69912605 
RUA JAGUARI                                                             ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69907490 
RUA JAGUARIBE                                                           ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69912635 
RUA JANDAIA                                                             ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69907480 
RUA LA TORRE                                                            ESTAÇÃO EXPERIMENTAL                                                    RIO BRANCO                                                              ACRE                                                                    AC69907440 
